#미-패U01-1,13,60
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
#!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
4,미드 영어회화,mid-unit3,3,17,내가 직접 그것을 보고 싶어.,I wanna see it for myself.,snd017_1_4_내가 직접 그것을 보고 싶어,,snd017_1_4_I wanna see it for myself,,,
5,미드 영어회화,mid-unit3,3,17,취하고 싶어.,I wanna get drunk.,snd017_1_5_취하고 싶어,,snd017_1_5_I wanna get drunk,,,
6,미드 영어회화,mid-unit3,3,18,그 남자에게 두 번 다시 기회를 주고 싶지 않아.,I don't wanna give him a second chance.,snd018_1_1_그 남자에게 두 번 다시 기회를 주고 싶지 않아,,snd018_1_1_I don't wanna give him a second chance,,,
7,미드 영어회화,mid-unit3,3,18,네 여자 친구를 가로채고 싶지 않아.,I don't wanna steal your girlfriend.,snd018_1_2_네 여자 친구를 가로채고 싶지 않아,,snd018_1_2_I don't wanna steal your girlfriend,,,
8,미드 영어회화,mid-unit3,3,18,다이어트를 하고 싶지 않아.,I don't wanna go on a diet.,snd018_1_3_다이어트를 하고 싶지 않아,,snd018_1_3_I don't wanna go on a diet,,,
9,미드 영어회화,mid-unit3,3,18,정신과 의사한테 가고 싶지 않아.,I don't wanna see a psychiatrist.,snd018_1_4_정신과 의사한테 가고 싶지 않아,,snd018_1_4_I don't wanna see a psychiatrist,,,
10,미드 영어회화,mid-unit3,3,18,그 수술을 받고 싶지 않아.,I don't wanna have the surgery.,snd018_1_5_그 수술을 받고 싶지 않아,,snd018_1_5_I don't wanna have the surgery,,,
11,미드 영어회화,mid-unit3,3,19,네게 상처를 주는 것은 싫었어.,I never wanted to hurt your feelings.,snd019_1_1_네게 상처를 주는 것은 싫었어,,snd019_1_1_I never wanted to hurt your feelings,,,
12,미드 영어회화,mid-unit3,3,19,네 일자리를 차지하는 것은 정말 싫었어.,I never wanted to have your job.,snd019_1_2_네 일자리를 차지하는 것은 정말 싫었어,,snd019_1_2_I never wanted to have your job,,,
13,미드 영어회화,mid-unit3,3,19,난 애당초 헤어지는 것은 정말 싫었어.,I never wanted to break up in the first place.'애당초' in the first place 입니다. 그래서  I Should never have gone th the first place. 라고 하면 처음부터 뭔가가 잘못됐다는 표현입니다.,snd019_1_3_난 애당초 헤어지는 것은 정말 싫었어,,snd019_1_3_I never wanted to break up in the first place,,,
14,미드 영어회화,mid-unit3,3,19,약속을 깨는 것은 정말 싫었어.,I never wanted to break my promise.,snd019_1_4_약속을 깨는 것은 정말 싫었어,,snd019_1_4_I never wanted to break my promise,,,
15,미드 영어회화,mid-unit3,3,19,그 여자 목소리를 다시 듣는 것은 정말 싫었어.,I never wanted to hear her voice again.,snd019_1_5_그 여자 목소리를 다시 듣는 것은 정말 싫었어,,snd019_1_5_I never wanted to hear her voice again,,,
16,미드 영어회화,mid-unit3,3,20,그냥 거기서 나오고 싶었을 뿐이야.,I just wanted to get out of there.,snd020_1_1_그냥 거기서 나오고 싶었을 뿐이야,,snd020_1_1_I just wanted to get out of there,,,
17,미드 영어회화,mid-unit3,3,20,그냥 널 안심시키고 싶었을 뿐이야.,I just wanted to reassure you.,snd020_1_2_그냥 널 안심시키고 싶었을 뿐이야,,snd020_1_2_I just wanted to reassure you,,,
18,미드 영어회화,mid-unit3,3,20,그냥 내 방식대로 하고 싶었을 뿐이야.,I just wanted to do it my way.,snd020_1_3_그냥 내 방식대로 하고 싶었을 뿐이야,,snd020_1_3_I just wanted to do it my way,,,
19,미드 영어회화,mid-unit3,3,20,그냥 그 여자를 마지막으로 한 번 보고 싶었을 뿐이야.,I just wanted to see her one last time.,snd020_1_4_그냥 그 여자를 마지막으로 한 번 보고 싶었을 뿐이야,,snd020_1_4_I just wanted to see her one last time,,,
20,미드 영어회화,mid-unit3,3,20,그냥 정신을 가다듬고 싶었을 뿐이야.,I just wanted to collect myself.중요한 회의를 앞두고는 정신을 가다듬을 필요가 있죠. 이럴 때는 collect oneself라는 표현이 어울립니다.,snd020_1_5_그냥 정신을 가다듬고 싶었을 뿐이야,,snd020_1_5_I just wanted to collect myself,,,
21,미드 영어회화,mid-unit3,3,21,네 차를 빌릴 수 있는지 물어보고 싶었어.,I wanted to ask you if I can borrow your car.,snd021_1_1_네 차를 빌릴 수 있는지 물어보고 싶었어,,snd021_1_1_I wanted to ask you if I can borrow your car,,,
22,미드 영어회화,mid-unit3,3,21,우리 아기를 봐줄 수 있는지 물어보고 싶었어.,I wanted to ask you if you could babysit.,snd021_1_2_우리 아기를 봐줄 수 있는지 물어보고 싶었어,,snd021_1_2_I wanted to ask you if you could babysit,,,
23,미드 영어회화,mid-unit3,3,21,그 여자에게 어떻게 말을 하면 되는지 물어보고 싶었어.,I wanted to ask you how to talk to her.,snd021_1_3_그 여자에게 어떻게 말을 하면 되는지 물어보고 싶었어,,snd021_1_3_I wanted to ask you how to talk to her,,,
24,미드 영어회화,mid-unit3,3,21,언제 준비가 되는지 물어보고 싶었어.,I wanted to ask you when you'll be ready.,snd021_1_4_언제 준비가 되는지 물어보고 싶었어,,snd021_1_4_I wanted to ask you when you'll be ready,,,
25,미드 영어회화,mid-unit3,3,21,네 의견을 물어보고 싶었어.,I wanted to ask you for your opinion.,snd021_1_5_네 의견을 물어보고 싶었어,,snd021_1_5_I wanted to ask you for your opinion,,,
26,미드 영어회화,mid-unit3,3,22,내가 생각이 깊지 못한 것에 대해 사과하고 싶었어.,I wanted to apologize for my insensitivity.,snd022_1_1_내가 생각이 깊지 못한 것에 대해 사과하고 싶었어,,snd022_1_1_I wanted to apologize for my insensitivity,,,
27,미드 영어회화,mid-unit3,3,22,그 돈을 다 써버린 것에 대해 사과하고 싶었어.,I wanted to apologize for spending all the money.,snd022_1_2_그 돈을 다 써버린 것에 대해 사과하고 싶었어,,snd022_1_2_I wanted to apologize for spending all the money,,,
28,미드 영어회화,mid-unit3,3,22,그걸 비밀로 한 것에 대해 사과하고 싶었어.,I wanted to apologize for keeping it a secret.,snd022_1_3_그걸 비밀로 한 것에 대해 사과하고 싶었어,,snd022_1_3_I wanted to apologize for keeping it a secret,,,
29,미드 영어회화,mid-unit3,3,22,내가 말을 듣지 않은 것에 대해 사과하고 싶었어.,I wanted to apologize for refusing to listen.,snd022_1_4_내가 말을 듣지 않은 것에 대해 사과하고 싶었어,,snd022_1_4_I wanted to apologize for refusing to listen,,,
30,미드 영어회화,mid-unit3,3,22,네 아파트를 온통 어지러 놓은 것에 대해 사과하고 싶었어.,I wanted to apologize for messing up your apartment.,snd022_1_5_네 아파트를 온통 어지러 놓은 것에 대해 사과하고 싶었어,,snd022_1_5_I wanted to apologize for messing up your apartment,,,
31,미드 영어회화,mid-unit3,3,23,그걸 전부 나한테 말해줬으면 좋겠어.,I want you to tell me all about it.,snd023_1_1_그걸 전부 나한테 말해줬으면 좋겠어,,snd023_1_1_I want you to tell me all about it,,,
32,미드 영어회화,mid-unit3,3,23,내 말을 끝까지 들어줬으면 좋겠어.,I want you to hear me out.,snd023_1_2_내 말을 끝까지 들어줬으면 좋겠어,,snd023_1_2_I want you to hear me out,,,
33,미드 영어회화,mid-unit3,3,23,진정했으면 좋겠어요.,I want you to slow down.,snd023_1_3_진정했으면 좋겠어요,,snd023_1_3_I want you to slow down,,,
34,미드 영어회화,mid-unit3,3,23,술을 끊었으면 좋겠어.,I want you to stop drinking.,snd023_1_4_술을 끊었으면 좋겠어,,snd023_1_4_I want you to stop drinking,,,
35,미드 영어회화,mid-unit3,3,23,취소 했으면 좋겠어.,I want you to call it off.,snd023_1_5_취소 했으면 좋겠어,,snd023_1_5_I want you to call it off,,,
36,미드 영어회화,mid-unit3,3,24,네가 그걸 그 남자에게 말하지 말길 바랐어.,I didn't want you to tell him that.,snd024_1_1_네가 그걸 그 남자에게 말하지 말길 바랐어,,snd024_1_1_I didn't want you to tell him that,,,
37,미드 영어회화,mid-unit3,3,24,네가 그 사진을 보는 걸 바라지 않았어.,I didn't want you to see the photo.,snd024_1_2_네가 그 사진을 보는 걸 바라지 않았어,,snd024_1_2_I didn't want you to see the photo,,,
38,미드 영어회화,mid-unit3,3,24,네가 소외감을 느끼는 걸 바라지 않았어.,I didn't want you to feel left out.Leave out이란 무억을 뺀다는 뜻이니까 feel 다음에 leave out의 과거 분사형인 left out을 붙이면 '소외감을 느낀다'는 표현이 됩니다.,snd024_1_3_네가 소외감을 느끼는 걸 바라지 않았어,,snd024_1_3_I didn't want you to feel left out,,,
39,미드 영어회화,mid-unit3,3,24,네가 그걸 감정적으로 받아들이는 걸 바라지 않았어.,I didn't want you to take it personally.상대방에게 그냥 단순히 사무적으로 하는 말인데도 이상하게 받아들일 우려가 있다면 Don’t take it personally. 라고 하는것이 좋습니다. 즉 '개인적인 감정을 갖고 그 말을 받아들이지 말라'는 뜻이죠.,snd024_1_4_네가 그걸 감정적으로 받아들이는 걸 바라지 않았어,,snd024_1_4_I didn't want you to take it personally,,,
40,미드 영어회화,mid-unit3,3,24,네가 규칙을 어기는 것을 바라지 않았어.,I didn't want you to break the rules.,snd024_1_5_네가 규칙을 어기는 것을 바라지 않았어,,snd024_1_5_I didn't want you to break the rules,,,
41,미드 영어회화,mid-unit3,3,25,나더러 직장을 때려치우라고요?,You want me to quit my job?,snd025_1_1_나더러 직장을 때려치우라고요-,,snd025_1_1_You want me to quit my job-,,,
42,미드 영어회화,mid-unit3,3,25,나더러 아무 일도 없었던 척 하라고요?,You want me to pretend nothing happened?,snd025_1_2_나더러 아무 일도 없었던 척 하라고요-,,snd025_1_2_You want me to pretend nothing happened-,,,
43,미드 영어회화,mid-unit3,3,25,내가 사과를 하라고요?,You want me to say I'm sorry?,snd025_1_3_내가 사과를 하라고요-,,snd025_1_3_You want me to say I'm sorry-,,,
44,미드 영어회화,mid-unit3,3,25,내 정체를 밝히라고요?,You want me to reveal my identity?,snd025_1_4_내 정체를 밝히라고요-,,snd025_1_4_You want me to reveal my identity-,,,
45,미드 영어회화,mid-unit3,3,25,내가 책임을 맡으라고요?,You want me to take charge?,snd025_1_5_내가 책임을 맡으라고요-,,snd025_1_5_You want me to take charge-,,,
46,미드 영어회화,mid-unit3,3,26,그 여자는 내가 아이들을 봐주기를 바랐어.,She wanted me to take the kids.,snd026_1_1_그 여자는 내가 아이들을 봐주기를 바랐어,,snd026_1_1_She wanted me to take the kids,,,
47,미드 영어회화,mid-unit3,3,26,그 여자는 내가 자기 근무시간을 대신해 주기를 바랐어.,She wanted me to cover her shift.,snd026_1_2_그 여자는 내가 자기 근무시간을 대신해 주기를 바랐어,,snd026_1_2_She wanted me to cover her shift,,,
48,미드 영어회화,mid-unit3,3,26,그 여자는 내가 자기를 구출해 주기를 바랐어.,She wanted me to rescure her.,snd026_1_3_그 여자는 내가 자기를 구출해 주기를 바랐어,,snd026_1_3_She wanted me to rescure her,,,
49,미드 영어회화,mid-unit3,3,26,그 여자는 내가 너와 상의해 주기를 바랐어.,She wanted me to consult with you.,snd026_1_4_그 여자는 내가 너와 상의해 주기를 바랐어,,snd026_1_4_She wanted me to consult with you,,,
50,미드 영어회화,mid-unit3,3,26,그 여자는 내가 그 남자를 무시해 주기를 바랐어.,She wanted me to ignore him.,snd026_1_5_그 여자는 내가 그 남자를 무시해 주기를 바랐어,,snd026_1_5_She wanted me to ignore him,,,
51,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 성공하고 싶어 했는데.,She wanted so much to succeed.,snd027_1_1_그 여자는 정말로 성공하고 싶어 했는데,,snd027_1_1_She wanted so much to succeed,,,
52,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 새로 시작하고 싶어 했는데.,She wanted so much to start over.,snd027_1_2_그 여자는 정말로 새로 시작하고 싶어 했는데,,snd027_1_2_She wanted so much to start over,,,
53,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 아기를 갖고 싶어 했지.,She wanted so much to have a baby.,snd027_1_3_그 여자는 정말로 아기를 갖고 싶어 했지,,snd027_1_3_She wanted so much to have a baby,,,
54,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 내 계획을 망쳐놓고 싶어 했는데.,She wanted so much to ruin my plans.,snd027_1_4_그 여자는 정말로 내 계획을 망쳐놓고 싶어 했는데,,snd027_1_4_She wanted so much to ruin my plans,,,
55,미드 영어회화,mid-unit3,3,27,그 여자는 그게 사살이 아니라는 말을 정말로 듣고 싶어 했는데.,She wanted so much to hear that it wasn't true.,snd027_1_5_그 여자는 그게 사살이 아니라는 말을 정말로 듣고 싶어 했는데,,snd027_1_5_She wanted so much to hear that it wasn't true,,,
56,미드 영어회화,mid-unit3,3,28,등을 두드려줄까?,You want a pat on the back?,snd028_1_1_등을 두드려줄까-,,snd028_1_1_You want a pat on the back-,,,
57,미드 영어회화,mid-unit3,3,28,기회를 한번 더 줄까?,You want a second chance?,snd028_1_2_기회를 한번 더 줄까-,,snd028_1_2_You want a second chance-,,,
58,미드 영어회화,mid-unit3,3,28,아파트를 따로 얻기를 바라니?,You want a separate apartment?,snd028_1_3_아파트를 따로 얻기를 바라니-,,snd028_1_3_You want a separate apartment-,,,
59,미드 영어회화,mid-unit3,3,28,좀더 좋은 조건을 바라니?,You want a better deal?,snd028_1_4_좀더 좋은 조건을 바라니-,,snd028_1_4_You want a better deal-,,,
60,미드 영어회화,mid-unit3,3,28,완벽한 짝을 바라니?,You want a perfect mate?,snd028_1_5_완벽한 짝을 바라니-,,snd028_1_5_You want a perfect mate-,,,
61,미드 영어회화,mid-unit3,3,29,피자 주문하기를 바라니?,You wanna order pizza?,snd029_1_1_피자 주문하기를 바라니-,,snd029_1_1_You wanna order pizza-,,,
62,미드 영어회화,mid-unit3,3,29,싸우고 싶니?,You wanna fight?,snd029_1_2_싸우고 싶니-,,snd029_1_2_You wanna fight-,,,
63,미드 영어회화,mid-unit3,3,29,센트럴 파크에서 볼까?,You wanna meet at Central Park?,snd029_1_3_센트럴 파크에서 볼까-,,snd029_1_3_You wanna meet at Central Park-,,,
64,미드 영어회화,mid-unit3,3,29,그말을 취소 하고 싶니?,You wanna take it back?,snd029_1_4_그말을 취소 하고 싶니-,,snd029_1_4_You wanna take it back-,,,
65,미드 영어회화,mid-unit3,3,29,교도소장을 만나기를 바라니?,You wanna meet with the warden?,snd029_1_5_교도소장을 만나기를 바라니-,,snd029_1_5_You wanna meet with the warden-,,,
66,미드 영어회화,mid-unit3,3,30,오늘밤에는 어디 가서 먹고 싶니?,Where do you wanna eat tonight?,snd030_1_1_오늘밤에는 어디 가서 먹고 싶니-,,snd030_1_1_Where do you wanna eat tonight-,,,
67,미드 영어회화,mid-unit3,3,30,아이들을 어디로 데려가고 싶니?,Where do you wanna take the kids?,snd030_1_2_아이들을 어디로 데려가고 싶니-,,snd030_1_2_Where do you wanna take the kids-,,,
68,미드 영어회화,mid-unit3,3,30,어디로 이사가고 싶니?,Where do you wanna move to?,snd030_1_3_어디로 이사가고 싶니-,,snd030_1_3_Where do you wanna move to-,,,
69,미드 영어회화,mid-unit3,3,30,휴가때 어디로 가고 싶니?,Where do you wanna go on vacation?,snd030_1_4_휴가때 어디로 가고 싶니-,,snd030_1_4_Where do you wanna go on vacation-,,,
70,미드 영어회화,mid-unit3,3,30,어느 학교에 다니고 싶니?,Where do you wanna go to school?,snd030_1_5_어느 학교에 다니고 싶니-,,snd030_1_5_Where do you wanna go to school-,,,
71,미드 영어회화,mid-unit3,3,31,왜 독약을 먹고 자살하려고 하니?,Why do you want to poison yourself?,snd031_1_1_왜 독약을 먹고 자살하려고 하니-,,snd031_1_1_Why do you want to poison yourself-,,,
72,미드 영어회화,mid-unit3,3,31,왜 이제와서 포기하려고 하니?,Why do you want give up now?,snd031_1_2_왜 이제와서 포기하려고 하니-,,snd031_1_2_Why do you want give up now-,,,
73,미드 영어회화,mid-unit3,3,31,왜 보복하고 싶어 하니?,Why do you want to get event?,snd031_1_3_왜 보복하고 싶어 하니-,,snd031_1_3_Why do you want to get event-,,,
74,미드 영어회화,mid-unit3,3,31,왜 내 물건을 망가뜨리려고 하나?,Why do you want to destory my things?,snd031_1_4_왜 내 물건을 망가뜨리려고 하나-,,snd031_1_4_Why do you want to destory my things-,,,
75,미드 영어회화,mid-unit3,3,31,왜 그런 위험을 감수 하려고 하니?,Why do you want to take such risks?,snd031_1_5_왜 그런 위험을 감수 하려고 하니-,,snd031_1_5_Why do you want to take such risks-,,,
76,미드 영어회화,mid-unit3,3,32,누가 넌 댄스파티에 데려갔으면 좋겠니?,Who do you want to take you to the dance?Dance는 물론 춤을 뜻하지만 그 말 자체에 '댄스파티(dance party)'란 의미가 있습니다.,snd032_1_1_누가 넌 댄스파티에 데려갔으면 좋겠니-,,snd032_1_1_Who do you want to take you to the dance-,,,
77,미드 영어회화,mid-unit3,3,32,누가 상점을 운영했으면 좋겠니?,Who do you want to run the store?,snd032_1_2_누가 상점을 운영했으면 좋겠니-,,snd032_1_2_Who do you want to run the store-,,,
78,미드 영어회화,mid-unit3,3,32,누구랑 밤을 보내고 싶니?,Who do you want to spend the night with?,snd032_1_3_누구랑 밤을 보내고 싶니-,,snd032_1_3_Who do you want to spend the night with-,,,
79,미드 영어회화,mid-unit3,3,32,누가 널 보석으로 빼주었으면 좋겠니?,Who do you want to bail you out of jail?,snd032_1_4_누가 널 보석으로 빼주었으면 좋겠니-,,snd032_1_4_Who do you want to bail you out of jail-,,,
80,미드 영어회화,mid-unit3,3,32,누가 돈을 관리하기를 바라니?,Who do you want handling the money?,snd032_1_5_누가 돈을 관리하기를 바라니-,,snd032_1_5_Who do you want handling the money-,,,
81,미드 영어회화,mid-unit3,3,33,너만 좋다면 니 얘기를 좋게 말해줄 수도 있어,If you want I could put in a good word for you.,snd033_1_1_너만 좋다면 니 얘기를 좋게 말해줄 수도 있어,,snd033_1_1_If you want I could put in a good word for you,,,
82,미드 영어회화,mid-unit3,3,33,너만 좋다면 내 까만 드레스를 빌려 줄 수도 있어.,If you want I could loan you my black dress.,snd033_1_2_너만 좋다면 내 까만 드레스를 빌려 줄 수도 있어,,snd033_1_2_If you want I could loan you my black dress,,,
83,미드 영어회화,mid-unit3,3,33,니가 좋다면 난 그냥 집에 있을 수 있어.,If you want I could stay home instead.,snd033_1_3_니가 좋다면 난 그냥 집에 있을 수 있어,,snd033_1_3_If you want I could stay home instead,,,
84,미드 영어회화,mid-unit3,3,33,네가 그렇게 하고 싶다면 영화는 니가 고를 수도 있어.,If you want I could let you choose the movie.,snd033_1_4_네가 그렇게 하고 싶다면 영화는 니가 고를 수도 있어,,snd033_1_4_If you want I could let you choose the movie,,,
85,미드 영어회화,mid-unit3,3,33,네가 바란다면 내가 직접 보여줄 수 도 있어.,If you want I could show you myself.,snd033_1_5_네가 바란다면 내가 직접 보여줄 수 도 있어,,snd033_1_5_If you want I could show you myself,,,
86,미드 영어회화,mid-unit3,3,34,지금 떠나면 후회하게 될 거야.,If you wanna leave now you're gonna regret it.,snd034_1_1_지금 떠나면 후회하게 될 거야,,snd034_1_1_If you wanna leave now you're gonna regret it,,,
87,미드 영어회화,mid-unit3,3,34,탈옥하고 싶다면 계획을 잘 세워야 될 거야.,If you wanna escape you're gonna need a good plan.,snd034_1_2_탈옥하고 싶다면 계획을 잘 세워야 될 거야,,snd034_1_2_If you wanna escape you're gonna need a good plan,,,
88,미드 영어회화,mid-unit3,3,34,내 친구가 되고 싶다면 참을성이 있어야지.,If you wanna be my friend you're gonna need patience.,snd034_1_3_내 친구가 되고 싶다면 참을성이 있어야지,,snd034_1_3_If you wanna be my friend you're gonna need patience,,,
89,미드 영어회화,mid-unit3,3,34,돈을 많이 벌고 싶다면 열심히 일해야 할 거야.,If you wanna make big money you're gonna have to work hard.,snd034_1_4_돈을 많이 벌고 싶다면 열심히 일해야 할 거야,,snd034_1_4_If you wanna make big money you're gonna have to work hard,,,
90,미드 영어회화,mid-unit3,3,34,여자를 꼬시고 싶으면 샤워를 해야 할 거야.,If you wanna attract women you're gonna have to shower.,snd034_1_5_여자를 꼬시고 싶으면 샤워를 해야 할 거야,,snd034_1_5_If you wanna attract women you're gonna have to shower,,,
91,미드 영어회화,mid-unit3,3,35,내가 더 열심히 해주기를 바란다면 나를 도와야 해.,If you want me to try harder you better support me.,snd035_1_1_내가 더 열심히 해주기를 바란다면 나를 도와야 해,,snd035_1_1_If you want me to try harder you better support me,,,
92,미드 영어회화,mid-unit3,3,35,내가 이기기를 바란다면 나를 비난하는 걸 그만두어야 해.,If you want me to win you better stop criticizing me.,snd035_1_2_내가 이기기를 바란다면 나를 비난하는 걸 그만두어야 해,,snd035_1_2_If you want me to win you better stop criticizing me,,,
93,미드 영어회화,mid-unit3,3,35,내가 훔쳐 주기를 바란다면 나눠가질 준비를 해야 해.,If you want me to steal for you you better be prepared to share.,snd035_1_3_내가 훔쳐 주기를 바란다면 나눠가질 준비를 해야 해,,snd035_1_3_If you want me to steal for you you better be prepared to share,,,
94,미드 영어회화,mid-unit3,3,35,내가 스페인어를 가르쳐주기를 바란다면 주의를 기울여야 해.,If you want me to teach you Spanish you better pay attention.,snd035_1_4_내가 스페인어를 가르쳐주기를 바란다면 주의를 기울여야 해,,snd035_1_4_If you want me to teach you Spanish you better pay attention,,,
95,미드 영어회화,mid-unit3,3,35,내가 니 얘기를 믿기를 바란다면 그걸 증명해야 해.,If you want me to believe you you better be able to prove it.,snd035_1_5_내가 니 얘기를 믿기를 바란다면 그걸 증명해야 해,,snd035_1_5_If you want me to believe you you better be able to prove it,,,
96,미드 영어회화,mid-unit3,3,36,난 절대로 그 남자와는 자고 싶지 않아.,Last thing I want to do is sleep with him.,snd036_1_1_난 절대로 그 남자와는 자고 싶지 않아,,snd036_1_1_Last thing I want to do is sleep with him,,,
97,미드 영어회화,mid-unit3,3,36,난 절대로 모두 다시 시작하고 싶지는 않아.,Last thing I want to do is start all over again.,snd036_1_2_난 절대로 모두 다시 시작하고 싶지는 않아,,snd036_1_2_Last thing I want to do is start all over again,,,
98,미드 영어회화,mid-unit3,3,36,난 절대로 평생 도망다니며 살고 싶지는 않아.,Last thing I want to do is run for the rest of my life.,snd036_1_3_난 절대로 평생 도망다니며 살고 싶지는 않아,,snd036_1_3_Last thing I want to do is run for the rest of my life,,,
99,미드 영어회화,mid-unit3,3,36,난 절대로 참견하고 싶지는 않아.,Last thing I want to do is butt in.,snd036_1_4_난 절대로 참견하고 싶지는 않아,,snd036_1_4_Last thing I want to do is butt in,,,
100,미드 영어회화,mid-unit3,3,36,난 절대로 소문을 퍼뜨리고 싶지 않아.,Last thing I want to do is spread gossip.,snd036_1_5_난 절대로 소문을 퍼뜨리고 싶지 않아,,snd036_1_5_Last thing I want to do is spread gossip,,,
미-패U03-1-Part1,13,20
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
1,미드 영어회화,mid-unit3,3,17,좀 쉬고 싶어.,I wanna take some time off.,snd017_1_1_좀 쉬고 싶어,0,snd017_1_1_I wanna take some time off,1,,
2,미드 영어회화,mid-unit3,3,17,아기를 갖고 싶어.,I wanna baby.,snd017_1_2_아기를 갖고 싶어,,snd017_1_2_I wanna baby,,,
3,미드 영어회화,mid-unit3,3,17,내 사업을 하고 싶어.,I wanna be my own boss.,snd017_1_3_내 사업을 하고 싶어,,snd017_1_3_I wanna be my own boss,,,
4,미드 영어회화,mid-unit3,3,17,내가 직접 그것을 보고 싶어.,I wanna see it for myself.,snd017_1_4_내가 직접 그것을 보고 싶어,,snd017_1_4_I wanna see it for myself,,,
5,미드 영어회화,mid-unit3,3,17,취하고 싶어.,I wanna get drunk.,snd017_1_5_취하고 싶어,,snd017_1_5_I wanna get drunk,,,
6,미드 영어회화,mid-unit3,3,18,그 남자에게 두 번 다시 기회를 주고 싶지 않아.,I don't wanna give him a second chance.,snd018_1_1_그 남자에게 두 번 다시 기회를 주고 싶지 않아,,snd018_1_1_I don't wanna give him a second chance,,,
7,미드 영어회화,mid-unit3,3,18,네 여자 친구를 가로채고 싶지 않아.,I don't wanna steal your girlfriend.,snd018_1_2_네 여자 친구를 가로채고 싶지 않아,,snd018_1_2_I don't wanna steal your girlfriend,,,
8,미드 영어회화,mid-unit3,3,18,다이어트를 하고 싶지 않아.,I don't wanna go on a diet.,snd018_1_3_다이어트를 하고 싶지 않아,,snd018_1_3_I don't wanna go on a diet,,,
9,미드 영어회화,mid-unit3,3,18,정신과 의사한테 가고 싶지 않아.,I don't wanna see a psychiatrist.,snd018_1_4_정신과 의사한테 가고 싶지 않아,,snd018_1_4_I don't wanna see a psychiatrist,,,
10,미드 영어회화,mid-unit3,3,18,그 수술을 받고 싶지 않아.,I don't wanna have the surgery.,snd018_1_5_그 수술을 받고 싶지 않아,,snd018_1_5_I don't wanna have the surgery,,,
11,미드 영어회화,mid-unit3,3,19,네게 상처를 주는 것은 싫었어.,I never wanted to hurt your feelings.,snd019_1_1_네게 상처를 주는 것은 싫었어,,snd019_1_1_I never wanted to hurt your feelings,,,
12,미드 영어회화,mid-unit3,3,19,네 일자리를 차지하는 것은 정말 싫었어.,I never wanted to have your job.,snd019_1_2_네 일자리를 차지하는 것은 정말 싫었어,,snd019_1_2_I never wanted to have your job,,,
13,미드 영어회화,mid-unit3,3,19,난 애당초 헤어지는 것은 정말 싫었어.,I never wanted to break up in the first place.'애당초' in the first place 입니다. 그래서  I Should never have gone th the first place. 라고 하면 처음부터 뭔가가 잘못됐다는 표현입니다.,snd019_1_3_난 애당초 헤어지는 것은 정말 싫었어,,snd019_1_3_I never wanted to break up in the first place,,,
14,미드 영어회화,mid-unit3,3,19,약속을 깨는 것은 정말 싫었어.,I never wanted to break my promise.,snd019_1_4_약속을 깨는 것은 정말 싫었어,,snd019_1_4_I never wanted to break my promise,,,
15,미드 영어회화,mid-unit3,3,19,그 여자 목소리를 다시 듣는 것은 정말 싫었어.,I never wanted to hear her voice again.,snd019_1_5_그 여자 목소리를 다시 듣는 것은 정말 싫었어,,snd019_1_5_I never wanted to hear her voice again,,,
16,미드 영어회화,mid-unit3,3,20,그냥 거기서 나오고 싶었을 뿐이야.,I just wanted to get out of there.,snd020_1_1_그냥 거기서 나오고 싶었을 뿐이야,,snd020_1_1_I just wanted to get out of there,,,
17,미드 영어회화,mid-unit3,3,20,그냥 널 안심시키고 싶었을 뿐이야.,I just wanted to reassure you.,snd020_1_2_그냥 널 안심시키고 싶었을 뿐이야,,snd020_1_2_I just wanted to reassure you,,,
18,미드 영어회화,mid-unit3,3,20,그냥 내 방식대로 하고 싶었을 뿐이야.,I just wanted to do it my way.,snd020_1_3_그냥 내 방식대로 하고 싶었을 뿐이야,,snd020_1_3_I just wanted to do it my way,,,
19,미드 영어회화,mid-unit3,3,20,그냥 그 여자를 마지막으로 한 번 보고 싶었을 뿐이야.,I just wanted to see her one last time.,snd020_1_4_그냥 그 여자를 마지막으로 한 번 보고 싶었을 뿐이야,,snd020_1_4_I just wanted to see her one last time,,,
20,미드 영어회화,mid-unit3,3,20,그냥 정신을 가다듬고 싶었을 뿐이야.,I just wanted to collect myself.중요한 회의를 앞두고는 정신을 가다듬을 필요가 있죠. 이럴 때는 collect oneself라는 표현이 어울립니다.,snd020_1_5_그냥 정신을 가다듬고 싶었을 뿐이야,,snd020_1_5_I just wanted to collect myself,,,
미-패U03-1-Part2,13,20
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
