SM-Day01,13,23
12,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,내 폰으로 TV를 보다,Watch TV on my phone,,sm_1m_2d_10_Watch TV on my phone,,,,
13,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,내 폰으로 음악을 듣다,Listen to music on my phone,,sm_1m_2d_11_Listen to music on my phone,,,,
14,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,내폰으로 메일을 확인하다,Check my eamil on my phone,,sm_1m_2d_12_Check my eamil on my phone,,,,
15,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,책을 선택하다 책을 고르다,Choose a book Pick a book,,sm_1m_2d_13_Choose a book Pick a book,,,,
16,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,줄을 서다,Wait in line,,sm_1m_2d_14_Wait in line,,,,
17,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,물건을 계산하다,Pay for the item,,sm_1m_2d_15_Pay for the item,,,,
18,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,물건을 환불하다,retuen the item,,sm_1m_2d_16_retuen the item,,,,
19,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,물건을 교환하다,exchange the item,,sm_1m_2d_17_exchange the item,,,,
20,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,환불하다,get a refund,,sm_1m_2d_18_get a refund,,,,
21,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,TV스위치를 켜다,Switch on the TV,,sm_1m_2d_19_Switch on the TV,,,,
22,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,TV를 켜다,turn on the TV,,sm_1m_2d_19_turn on the TV,,,,
23,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,TV를 끄다,Switch off the TV,,sm_1m_2d_20_Switch off the TV,,,,
SM-Day03,13,20
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Answer1_File,Answer1_During,Question_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!String,!Float,!Float,!String,!Float
1,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,쇼핑하러 가다,go shopping,,sm_1m_3d_01_go shopping,,,,0
